,date,tweet,language,hashtags,user_id_str,username,name,hour,link,nlikes,nretweets,search,se_ep,ep,season,episode 
16,9/18/09 22:57,Ratings recap: #VampireDiaries - 3.8 mil viewers/1.6 rating; #Fringe - 7.8/2.9; #TheOffice - 8.1/4.0; #Community - 7.7/3.7 (solid numbers).,en,"['vampirediaries', 'fringe', 'theoffice', 'community']",16038575,insidethetube,Philiana Ng,22,https://twitter.com/insidethetube/status/4090175166,0,0,#TheOffice,s6ep1,ep,6,1
17,9/18/09 22:56,@rainnwilson and #1 in our hearts. #theoffice,en,['theoffice'],18523169,thebigwilley,T to the B to the W,22,https://twitter.com/thebigwilley/status/4090148810,0,0,#TheOffice,s6ep1,ep,6,1
18,9/18/09 22:53,Is there no sysadmin on #theoffice - sacrebleu! Could a SAOTY winner be considered for further stardom?  http://www.bigfix.com/rockstar/,en,['theoffice'],61830169,SysAdRockStar,SysAdRockStar,22,https://twitter.com/SysAdRockStar/status/4090108583,0,0,#TheOffice,s6ep1,ep,6,1
19,9/18/09 22:53,playing Wii Resort and watching last nights #theoffice episode with @swattingz,en,['theoffice'],33333832,miaherrera,Mia Herrera,22,https://twitter.com/miaherrera/status/4090096968,0,0,#TheOffice,s6ep1,ep,6,1
20,9/18/09 22:52,"PARKOUR! HARDCORE PARKOUR!  Sorry, couldn't resist. #theoffice",en,['theoffice'],47242452,702QT,702QT,22,https://twitter.com/702QT/status/4090077302,0,0,#TheOffice,s6ep1,ep,6,1
21,9/18/09 22:50,watching #theoffice season premiere! mhmm!,en,['theoffice'],59250696,DayzSoFlyy,Dayva *,22,https://twitter.com/DayzSoFlyy/status/4090052888,0,0,#TheOffice,s6ep1,ep,6,1
22,9/18/09 22:46,@ShutterCal I need to go buy the last series to do the same....last night's episode was fantastic! #theoffice,en,['theoffice'],14137411,bekoiam,متجر الجوهرة لتقسيط,22,https://twitter.com/bekoiam/status/4089970475,0,0,#TheOffice,s6ep1,ep,6,1
23,9/18/09 22:45,"Watching first new episode of #TheOffice on #TIVO. They may have ""jumped the shark"" but still have their moments. #Parcour #Poopball",en,"['theoffice', 'tivo', 'parcour', 'poopball']",63661321,bbverity,☕️BBVerity☕️,22,https://twitter.com/bbverity/status/4089946570,0,0,#TheOffice,s6ep1,ep,6,1
25,9/18/09 22:40,"@rainnwilson ""its better 2 be hurt by someone u know accidentally than by a stranger on purpose"" #theoffice",en,['theoffice'],24834970,Carybon,Cary Martinez,22,https://twitter.com/Carybon/status/4089857558,0,0,#TheOffice,s6ep1,ep,6,1
26,9/18/09 22:37,The office is quite dead on this Friday afternoon. On a side note PARKOUR! #theoffice,en,['theoffice'],19526233,timubl,𝕋𝕚𝕞 𝕌𝕓𝕚𝕒𝕝,22,https://twitter.com/timubl/status/4089795758,0,0,#TheOffice,s6ep1,ep,6,1
27,9/18/09 22:35,The Office Season 1: This is a compilation of my favorite scenes from season one of The Offic..  http://bit.ly/dBHTX #TheOffice #videos,en,"['theoffice', 'videos']",75195164,TheOffice_Vids,The Office by VS,22,https://twitter.com/TheOffice_Vids/status/4089761313,0,0,#TheOffice,s6ep1,ep,6,1
29,9/18/09 22:32,OMG about to watch #theoffice Again...WAS REAALLYYYY too funny to not watch again hahaha,en,['theoffice'],15121566,MsQuinnRae,MsQuinnRae,22,https://twitter.com/MsQuinnRae/status/4089689754,0,0,#TheOffice,s6ep1,ep,6,1
30,9/18/09 22:31,RT @jamming81 RT LenKendall RT @austinlaroche Parkour! Parkour! (so funny on #theoffice last night),en,['theoffice'],18715077,MarieBenard,Marie Benard,22,https://twitter.com/MarieBenard/status/4089669749,0,0,#TheOffice,s6ep1,ep,6,1
31,9/18/09 22:26,taking a break and watching last night's #theoffice,en,['theoffice'],13557922,berzerkeley,Cori,22,https://twitter.com/berzerkeley/status/4089580568,0,0,#TheOffice,s6ep1,ep,6,1
32,9/18/09 22:25,#theoffice season 5 tonight. then i can catch up on season 6 !,en,['theoffice'],26139738,meggiegoesboom,MEGgie,22,https://twitter.com/meggiegoesboom/status/4089565636,0,0,#TheOffice,s6ep1,ep,6,1
33,9/18/09 22:23,"RT @lilethiopian: ""did you pee on a stick?"" .. ""yes, it was inconclusive"". time to catch up with #theoffice! :):):)",en,['theoffice'],17939534,callmestige,Bimbo Trolls,22,https://twitter.com/callmestige/status/4089521958,0,0,#TheOffice,s6ep1,ep,6,1
34,9/18/09 22:16,Finally watching last night's #theoffice episode.  Thanks Hulu! :),en,['theoffice'],17828046,B_Tab,B*Marie,22,https://twitter.com/B_Tab/status/4089380269,0,0,#TheOffice,s6ep1,ep,6,1
36,9/18/09 22:09,"""I don't trash talk...I talk smack...there's a difference"" #theoffice",en,['theoffice'],18042005,KimKiilu,Chrissi 🦂,22,https://twitter.com/KimKiilu/status/4089243642,0,0,#TheOffice,s6ep1,ep,6,1
37,9/18/09 22:00,"RT #TheOffice finished #1 for 18-49  demo on TV last night. @mindykaling @rainnwilson  (via @rainnwilson) congrats, I LOVE your show!!",en,['theoffice'],20932767,Juletto,Julie Maletto,22,https://twitter.com/Juletto/status/4089070328,0,0,#TheOffice,s6ep1,ep,6,1
39,9/18/09 21:56,you arent the only one! XD RT @sparklemartian I kinda wish I put the PB in PB&J. I looooove Jim. #theoffice,en,['theoffice'],25769492,nikkicorneils,nicole corneils,21,https://twitter.com/nikkicorneils/status/4088982107,0,0,#TheOffice,s6ep1,ep,6,1
41,9/18/09 21:51,I kinda wish I put the PB in PB&J. I looooove Jim. #theoffice,en,['theoffice'],35515701,psychsparkle99,Jackie Bonett,21,https://twitter.com/psychsparkle99/status/4088896339,0,0,#TheOffice,s6ep1,ep,6,1
42,9/18/09 21:47,Tgif!! Should i take a nap or watch The Office season 4? #theoffice,en,['theoffice'],24834970,Carybon,Cary Martinez,21,https://twitter.com/Carybon/status/4088810743,0,0,#TheOffice,s6ep1,ep,6,1
43,9/18/09 21:39,DMI Macon is a Top 10 branch...we believe in team work...and we know how to have fun. Give us a shot. You won't be disappointed.  #TheOffice,en,['theoffice'],16585893,dmimacon,Gen Bailey,21,https://twitter.com/dmimacon/status/4088688207,0,0,#TheOffice,s6ep1,ep,6,1
44,9/18/09 21:36,Jim/Pam - Feel This: : 9/2/09 #94 - Top Favorited (Today) - Nonprofits & Activism #91 - Top F..  http://bit.ly/mpRJw #TheOffice #videos,en,"['theoffice', 'videos']",75195164,TheOffice_Vids,The Office by VS,21,https://twitter.com/TheOffice_Vids/status/4088643811,0,0,#TheOffice,s6ep1,ep,6,1
45,9/18/09 21:36,The Office - Jim & Pam At The Movies.: Just a little fun video showing Jim and Pam from The O..  http://bit.ly/K5Nkf #TheOffice #videos,en,"['theoffice', 'videos']",75195164,TheOffice_Vids,The Office by VS,21,https://twitter.com/TheOffice_Vids/status/4088643081,0,0,#TheOffice,s6ep1,ep,6,1
46,9/18/09 21:34,@rainnwilson loved the first episode of the new season! #theoffice,en,['theoffice'],13013172,jmo21,Jamie,21,https://twitter.com/jmo21/status/4088595564,0,0,#TheOffice,s6ep1,ep,6,1
47,9/18/09 21:29,* watchin #theoffice :),en,['theoffice'],54608465,MoodyGeee,BANKROLL MOODY 💜,21,https://twitter.com/MoodyGeee/status/4088498927,0,0,#TheOffice,s6ep1,ep,6,1
48,9/18/09 21:18,@wharing   a new season of #theoffice and that...my life is complete!,en,['theoffice'],19258152,sarock,Sarah Saltee,21,https://twitter.com/sarock/status/4088275629,0,0,#TheOffice,s6ep1,ep,6,1
50,9/18/09 21:16,Last night's TV was pretty good #Survivor #TheOffice and #Fringe all were really good wasn't so hot on #Community hoping it will get better.,en,"['survivor', 'theoffice', 'fringe', 'community']",28853819,hitman6498,Rob,21,https://twitter.com/hitman6498/status/4088247506,0,0,#TheOffice,s6ep1,ep,6,1
51,9/18/09 21:14,#theoffice SEASON 6!!!! episode was awesome!! What I would do to be an intern at Dunder Mifflin :-P,en,['theoffice'],26024259,_vickivibe,Vicki Ho,21,https://twitter.com/_vickivibe/status/4088201360,0,0,#TheOffice,s6ep1,ep,6,1
52,9/18/09 21:12,I forgot how much I love #theoffice until last night (@rainnwilson & @mindykaling),en,['theoffice'],25448978,nickilouwho,nicki ☀️,21,https://twitter.com/nickilouwho/status/4088160257,0,0,#TheOffice,s6ep1,ep,6,1
53,9/18/09 21:04,#theoffice premiere was great and #community was HILARIOUS. my new favorite comedy of the season.,en,"['theoffice', 'community']",28508833,whataboutken,Ken,21,https://twitter.com/whataboutken/status/4087997437,0,0,#TheOffice,s6ep1,ep,6,1
54,9/18/09 21:01,"RT @hrwto: Attn #HR pros and fans of #TheOffice! Season 2 of ""HR Watches The Office"" is here. Listen in NOW at:  http://bit.ly/SmxPA",en,"['hr', 'theoffice']",34733123,RayFerreira,Ray Ferreira,21,https://twitter.com/RayFerreira/status/4087931904,0,0,#TheOffice,s6ep1,ep,6,1
55,9/18/09 20:59,Watching #theoffice premiere!!,en,['theoffice'],15126887,andycane,Andy Yang,20,https://twitter.com/andycane/status/4087880723,0,0,#TheOffice,s6ep1,ep,6,1
57,9/18/09 20:56,that was too weird...we both tweeted quotes from #theoffice @Rob_Hoffman,en,['theoffice'],29905755,yesicalz_,Yesi Calz 💤,20,https://twitter.com/yesicalz_/status/4087818226,0,0,#TheOffice,s6ep1,ep,6,1
58,9/18/09 20:55,watching #theoffice :),en,['theoffice'],22706434,kaylamiles12,Kayla Warren Miles,20,https://twitter.com/kaylamiles12/status/4087788371,0,0,#TheOffice,s6ep1,ep,6,1
0,9/25/09 23:53,Seriously why can't all office spaces look this good?  http://bit.ly/lundstudio #facebook #twitter #theoffice #design,en,"['facebook', 'twitter', 'theoffice', 'design']",14333787,lundstudio,larry lundstrom,23,https://twitter.com/lundstudio/status/4381436468,0,0,#TheOffice,s6ep2,ep,6,2
1,9/25/09 23:36,"#TheOffice on #Comcast on-demand costs 99 cents, and then barrages you with ads throughout.",en,"['theoffice', 'comcast']",15705680,jdotp,JP,23,https://twitter.com/jdotp/status/4381115668,0,0,#TheOffice,s6ep2,ep,6,2
2,9/25/09 23:17,This season is gonna kick ass! It's totally The Odd Couple! #TheOffice,en,['theoffice'],61916564,Turnbull85,Kate ♿️🧜‍♀️👩‍🎤,23,https://twitter.com/Turnbull85/status/4380740737,0,0,#TheOffice,s6ep2,ep,6,2
3,9/25/09 23:16,#dwight and #toby perfect investigation team #theoffice,en,"['dwight', 'toby', 'theoffice']",28630632,CalebHayworth,Caleb Hayworth,23,https://twitter.com/CalebHayworth/status/4380721279,0,0,#TheOffice,s6ep2,ep,6,2
4,9/25/09 23:07,"#michael ""so you and jim are close huh?"" #pam ""yeah I think the pregnancy really brought us together"" #theoffice",en,"['michael', 'pam', 'theoffice']",28630632,CalebHayworth,Caleb Hayworth,23,https://twitter.com/CalebHayworth/status/4380558401,0,0,#TheOffice,s6ep2,ep,6,2
5,9/25/09 23:06,now for #theoffice from last night,en,['theoffice'],28630632,CalebHayworth,Caleb Hayworth,23,https://twitter.com/CalebHayworth/status/4380522742,0,0,#TheOffice,s6ep2,ep,6,2
6,9/25/09 23:04,Overdosing on #theoffice reruns.,en,['theoffice'],25853885,toesinthesand22,Cindy,23,https://twitter.com/toesinthesand22/status/4380495976,0,0,#TheOffice,s6ep2,ep,6,2
7,9/25/09 23:00,Duck and Cover! RT @johnincolorado communist sweden #theoffice,en,['theoffice'],68956490,RedScareBot,Robot J. McCarthy,23,https://twitter.com/RedScareBot/status/4380416903,0,0,#TheOffice,s6ep2,ep,6,2
8,9/25/09 22:27,Exclusive first look: ABC’s new ‘V’ promo #drama #emmyawards #michaelausiello #trueblood #theoffice #lost #house  http://bit.ly/YNl6I,en,"['drama', 'emmyawards', 'michaelausiello', 'trueblood', 'theoffice', 'lost', 'house']",77301337,TheOfficeBlips,TheOfficeBlips,22,https://twitter.com/TheOfficeBlips/status/4379776012,0,0,#TheOffice,s6ep2,ep,6,2
9,9/25/09 22:27,Exclusive first look: ABC’s new ‘V’ promo #drama #emmyawards #michaelausiello #trueblood #theoffice #lost #house  http://bit.ly/YNl6I,en,"['drama', 'emmyawards', 'michaelausiello', 'trueblood', 'theoffice', 'lost', 'house']",77301219,LostBlips,LostBlips,22,https://twitter.com/LostBlips/status/4379773714,0,0,#TheOffice,s6ep2,ep,6,2
12,9/25/09 22:07,Exclusive first look: ABC’s new ‘V’ promo #drama #emmyawards #michaelausiello #trueblood #theoffice #lost #house  http://bit.ly/YNl6I,en,"['drama', 'emmyawards', 'michaelausiello', 'trueblood', 'theoffice', 'lost', 'house']",77277739,HouseBlips,HouseBlips,22,https://twitter.com/HouseBlips/status/4379371972,0,0,#TheOffice,s6ep2,ep,6,2
13,9/25/09 21:59,RT @808Buu: ahhh i miss last night #theoffice episode... dang it!! oh well. &lt;===&lt;&lt; Here ya go~Enjoy =8)  http://bit.ly/uTdNU,en,['theoffice'],55650291,iBlackSheep,iBlackSheep,21,https://twitter.com/iBlackSheep/status/4379206954,0,0,#TheOffice,s6ep2,ep,6,2
14,9/25/09 21:59,Happy that nbc.com is posting new episodes online the day after they air. I heart #theoffice,en,['theoffice'],16645549,arinj,arin gilbert,21,https://twitter.com/arinj/status/4379195320,0,0,#TheOffice,s6ep2,ep,6,2
15,9/25/09 21:57,Exclusive first look: ABC’s new ‘V’ promo #drama #emmyawards #michaelausiello #trueblood #theoffice #lost #house  http://bit.ly/YNl6I,en,"['drama', 'emmyawards', 'michaelausiello', 'trueblood', 'theoffice', 'lost', 'house']",20559079,TVBlips,TVBlips,21,https://twitter.com/TVBlips/status/4379160804,0,0,#TheOffice,s6ep2,ep,6,2
16,9/25/09 21:53,What did you think of #TheOffice last night? Check out our review here  http://bit.ly/opQLB,en,['theoffice'],30905755,iFMagazine,iF Magazine,21,https://twitter.com/iFMagazine/status/4379090840,0,0,#TheOffice,s6ep2,ep,6,2
17,9/25/09 21:53,@jclayville #glee and #theoffice were great this week!,en,"['glee', 'theoffice']",18988730,jhgagle,Jonathan Gagle,21,https://twitter.com/jhgagle/status/4379085297,0,0,#TheOffice,s6ep2,ep,6,2
18,9/25/09 21:49,watching #theoffice!,en,['theoffice'],22706434,kaylamiles12,Kayla Warren Miles,21,https://twitter.com/kaylamiles12/status/4379013896,0,0,#TheOffice,s6ep2,ep,6,2
20,9/25/09 21:27,TV ratings: 'Survivor' and 'The Office' lead premiere-heavy Thursday #comedy #ratings #survivor #cbs #theoffice #abc...  http://bit.ly/C3zGs,en,"['comedy', 'ratings', 'survivor', 'cbs', 'theoffice', 'abc']",77301337,TheOfficeBlips,TheOfficeBlips,21,https://twitter.com/TheOfficeBlips/status/4378562881,0,0,#TheOffice,s6ep2,ep,6,2
21,9/25/09 21:27,"Trivia Quiz on Season 5 of The Office | The Office | BuzzSugar - Movies, TV & Music #comedy #theoffice #summerglau...  http://bit.ly/46Ejd",en,"['comedy', 'theoffice', 'summerglau']",77301337,TheOfficeBlips,TheOfficeBlips,21,https://twitter.com/TheOfficeBlips/status/4378562590,0,0,#TheOffice,s6ep2,ep,6,2
22,9/25/09 21:20,Reading my Entertainment Weekly (HUGE Jim/Pam Wedding section!!!!!!) Serious Office collector item!!! &lt;3 #theoffice #jamwedding,en,"['theoffice', 'jamwedding']",23693532,MindyisMe,Mindy Bird,21,https://twitter.com/MindyisMe/status/4378413554,0,0,#TheOffice,s6ep2,ep,6,2
23,9/25/09 21:19,"""is there a god? If not, what are all these churches for?"" #theoffice #quote",en,"['theoffice', 'quote']",21686948,flowolf,Florian Klien,21,https://twitter.com/flowolf/status/4378396866,1,0,#TheOffice,s6ep2,ep,6,2
25,9/25/09 21:06,The episode was very funny! #TheOffice,en,['theoffice'],18031568,MelindaJane,MJ,21,https://twitter.com/MelindaJane/status/4378137958,0,0,#TheOffice,s6ep2,ep,6,2
26,9/25/09 21:05,Get a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice #jimandpam (via @theofficenbc),en,"['theoffice', 'jimandpam']",17808192,timrnorris,timrnorris,21,https://twitter.com/timrnorris/status/4378113169,0,0,#TheOffice,s6ep2,ep,6,2
27,9/25/09 21:04,"OH MY REAMS OF PAPER, I LOVE THE OFFICE. #theoffice #nbc",en,"['theoffice', 'nbc']",27772554,BriTheCheese,Fa la la la la fa la feta,21,https://twitter.com/BriTheCheese/status/4378099077,0,0,#TheOffice,s6ep2,ep,6,2
29,9/25/09 20:45,More #FF nods: #theoffice workers: @rainnwilson @mindykaling @AaronShure,en,"['ff', 'theoffice']",14837323,cfclark,Carl Clark,20,https://twitter.com/cfclark/status/4377694938,0,0,#TheOffice,s6ep2,ep,6,2
31,9/25/09 20:36,"RT: @Rasy2kG: watching #TheOffice on @SanDiego6. glad it's on this channel, I'm busting up here. what a great show",en,['theoffice'],33714177,ChuckDSanDiego6,Chuck Dunning,20,https://twitter.com/ChuckDSanDiego6/status/4377519243,0,0,#TheOffice,s6ep2,ep,6,2
32,9/25/09 20:35,Watching again last night episode of The Office.. Toby is into trains :) #TheOffice,en,['theoffice'],75922999,bounce_cro,Mario Vadlja,20,https://twitter.com/bounce_cro/status/4377483455,0,0,#TheOffice,s6ep2,ep,6,2
33,9/25/09 20:26,This week’s cover: ‘The Office’ wedding exclusive! #comedy #theoffice #johnkrasinski  http://bit.ly/MSfFv,en,"['comedy', 'theoffice', 'johnkrasinski']",77301337,TheOfficeBlips,TheOfficeBlips,20,https://twitter.com/TheOfficeBlips/status/4377308824,0,0,#TheOffice,s6ep2,ep,6,2
34,9/25/09 20:18,Peeping #theoffice,en,['theoffice'],20024547,eddymac,eddymac,20,https://twitter.com/eddymac/status/4377126284,0,0,#TheOffice,s6ep2,ep,6,2
35,9/25/09 20:03,"Okay, serious question: Why can't Jim and Pam be together in real life? #theoffice",en,['theoffice'],21369066,becca_ann812,Rebecca Hunt,20,https://twitter.com/becca_ann812/status/4376807251,0,0,#TheOffice,s6ep2,ep,6,2
36,9/25/09 20:01,"""Yeah, I think the pregnancy really brought us together."" #theoffice #jimandpam",en,"['theoffice', 'jimandpam']",64423646,booknerdgirl,Chrissie Webb,20,https://twitter.com/booknerdgirl/status/4376770677,0,0,#TheOffice,s6ep2,ep,6,2
37,9/25/09 19:59,@iliaskount watching #theOffice Michael hire me!!!,en,['theoffice'],23776747,amalucky,Amalia Agathou,19,https://twitter.com/amalucky/status/4376718751,0,0,#TheOffice,s6ep2,ep,6,2
39,9/25/09 19:53,Watching #TheOffice from last night because i missed it!,en,['theoffice'],21543750,pointfiveasian,MJ,19,https://twitter.com/pointfiveasian/status/4376606511,0,0,#TheOffice,s6ep2,ep,6,2
40,9/25/09 19:53,RT @laurapasquini: Sneak peek of Pam & Jim's wedding pics in Niagara (Oct. 8 episode)  http://bit.ly/b7Dxe! #theoffice (via @theofficenbc),en,['theoffice'],19537818,NiagaraParks,Niagara Parks,19,https://twitter.com/NiagaraParks/status/4376592169,0,0,#TheOffice,s6ep2,ep,6,2
41,9/25/09 19:50,RT @drkimbrough: Look like the Office staff will be taking a trip to Niagara -  http://www.halpertbeesly.com/location/ #theoffice,en,['theoffice'],19537818,NiagaraParks,Niagara Parks,19,https://twitter.com/NiagaraParks/status/4376529785,0,0,#TheOffice,s6ep2,ep,6,2
42,9/25/09 19:46,So excited. RT @theofficenbc Get a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice #jimandpam,en,"['theoffice', 'jimandpam']",21401730,ashleyannheafy,Ashley Heafy,19,https://twitter.com/ashleyannheafy/status/4376456792,0,0,#TheOffice,s6ep2,ep,6,2
43,9/25/09 19:45,SQUEEE!!! :D RT @theofficenbc Get a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice #jimandpam,en,"['theoffice', 'jimandpam']",20020505,eliseyQ,Elise,19,https://twitter.com/eliseyQ/status/4376414772,0,0,#TheOffice,s6ep2,ep,6,2
44,9/25/09 19:43,"#TheOffice last night had #hcr ref, ""If we were living in Sweden I wouldn't have to worry about this because we'd have universal healthcare""",en,"['theoffice', 'hcr']",16395066,robsforman,Rob Forman,19,https://twitter.com/robsforman/status/4376373295,0,0,#TheOffice,s6ep2,ep,6,2
45,9/25/09 19:41,"Multitasking time: watching #theoffice while cleaning the ""music cave""",en,['theoffice'],43419138,_strange_lights,Josh Brookshire,19,https://twitter.com/_strange_lights/status/4376346634,0,0,#TheOffice,s6ep2,ep,6,2
46,9/25/09 19:32,RT: Get a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice #jimandpam,en,"['theoffice', 'jimandpam']",14378596,arthuretf,Arthur Emídio,19,https://twitter.com/arthuretf/status/4376158852,0,0,#TheOffice,s6ep2,ep,6,2
47,9/25/09 19:23,"I'm only goin 2 work 2 get #vampirediaries & #theoffice eps 3 off @heathderby. So tired, here we go with another day of hell.",en,"['vampirediaries', 'theoffice']",15329238,Matz_Enig,Mata Struggles,19,https://twitter.com/Matz_Enig/status/4375962892,0,0,#TheOffice,s6ep2,ep,6,2
48,9/25/09 19:17,Get a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice #jimandpam (via @theofficenbc),en,"['theoffice', 'jimandpam']",15493040,ncjensen,Neil Jensen,19,https://twitter.com/ncjensen/status/4375841155,0,0,#TheOffice,s6ep2,ep,6,2
49,9/25/09 19:17,RT @theofficenbc - Get a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice #jimandpam,en,"['theoffice', 'jimandpam']",16430450,stevecullum,Steve Cullum,19,https://twitter.com/stevecullum/status/4375826827,0,0,#TheOffice,s6ep2,ep,6,2
50,9/25/09 19:09,JAM! JAM! JAM! RT @theofficenbc Get a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice #jimandpam,en,"['theoffice', 'jimandpam']",23877481,JBomb11,Jenna Quigley,19,https://twitter.com/JBomb11/status/4375663719,0,0,#TheOffice,s6ep2,ep,6,2
51,9/25/09 19:07,Woohoo!!  RT: @theofficenbc Get a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice #jimandpam,en,"['theoffice', 'jimandpam']",34073995,Dadizard,#KeepStriving,19,https://twitter.com/Dadizard/status/4375621741,0,0,#TheOffice,s6ep2,ep,6,2
53,9/25/09 19:03,"#theoffice qotd: ""jim is like big bird. he is tall and yellow and very nice"" -micheal s6.2",en,['theoffice'],26521416,rachelalexallen,Rachel Allen Vidmar,19,https://twitter.com/rachelalexallen/status/4375533305,0,0,#TheOffice,s6ep2,ep,6,2
54,9/25/09 18:58,...it's my wedding. And I don't want anyone there who has called me a hussy. - Pam (Conflict Resolution) #theoffice,en,['theoffice'],75044533,officequotesnet,OfficeQuotes,18,https://twitter.com/officequotesnet/status/4375419446,0,0,#TheOffice,s6ep2,ep,6,2
55,9/25/09 18:51,YAY Jim & Pam's wedding! RT @theofficenbc Get a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice,en,['theoffice'],35340858,klw413,Kristy W,18,https://twitter.com/klw413/status/4375274284,0,0,#TheOffice,s6ep2,ep,6,2
56,9/25/09 18:50,Can't wait! RT @theofficenbc Get a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice #jimandpam,en,"['theoffice', 'jimandpam']",14925809,BonDean,Bonnie Dean,18,https://twitter.com/BonDean/status/4375243340,0,0,#TheOffice,s6ep2,ep,6,2
57,9/25/09 18:50,RT @theofficenbcGet a sneak peek at pictures from Oct. 8's wedding episode @  http://bit.ly/b7Dxe! #theoffice #jimandpam,en,"['theoffice', 'jimandpam']",2732321,osham,oda,18,https://twitter.com/osham/status/4375235469,0,0,#TheOffice,s6ep2,ep,6,2
